szName	szDesc
佳·劍膽·鑄（內命）	鞋子內功命中等級提高56
佳·劍膽·鍛（根骨）	帽子根骨+21
佳·劍膽·鍛（仇恨）	帽子招式產生威脅提高10.0%
佳·劍膽·鑄（無雙）	鞋子無雙等級提高56
佳·劍膽·鑄（根骨）	鞋子根骨+21
佳·劍膽·鍛（身法）	帽子身法+21
佳·劍膽·鑄（仇恨）	鞋子招式產生威脅提高10.0%
佳·劍膽·鑄（身法）	鞋子身法+21
佳·劍膽·鍛（外命）	帽子外功命中等級提高56
佳·劍膽·熔錠（武傷）	近身武器近戰武器傷害提高14，持續30分鐘
佳·劍膽·磨石（武傷）	近身武器近戰武器傷害提高9
劍膽·磨石（內傷）	近身武器內功攻擊提高44點
劍膽·磨石（外傷）	近身武器外功攻擊提高37點
劍膽·磨石（療傷）	近身武器治療成效提高39點
劍膽·熔錠（內傷）	近身武器內功攻擊提高67點，持續30分鐘
劍膽·熔錠（外傷）	近身武器外功攻擊提高55點，持續30分鐘
劍膽·熔錠（療傷）	近身武器治療成效提高58，持續30分鐘
劍膽·熔錠（武傷）	近身武器近戰武器傷害提高13，持續30分鐘
劍膽·磨石（武傷）	近身武器近戰武器傷害提高8
劍膽·鑄（外命）	鞋子外功命中等級提高49
劍膽·鑄（內會）	鞋子內功會心等級提高49
劍膽·鍛（無雙）	帽子無雙等級提高49
劍膽·鑄（內命）	鞋子內功命中等級提高49
劍膽·鑄（外會）	鞋子外功會心等級提高49
劍膽·鑄（身法）	鞋子身法+18
劍膽·鑄（根骨）	鞋子根骨+18
劍膽·鑄（仇恨）	鞋子招式產生威脅提高9.0%
劍膽·鍛（內命）	帽子內功命中等級提高49
劍膽·鍛（外命）	帽子外功命中等級提高49
劍膽·鑄（無雙）	鞋子無雙等級提高49
劍膽·鍛（內會）	帽子內功會心等級提高49
劍膽·鍛（外會）	帽子外功會心等級提高49
劍膽·鍛（仇恨）	帽子招式產生威脅提高9.0%
劍膽·鍛（身法）	帽子身法+18
劍膽·鍛（根骨）	帽子根骨+18
佳·劍膽·繡（閃避）	上衣閃避等級提高28
佳·劍膽·繡（化勁）	上衣化勁等級提高28
佳·劍膽·染（療傷）	護腕治療成效提高43
佳·劍膽·繡（內防）	上衣內功防禦等級提高28
佳·劍膽·印（外會傷）	下裝外功會心效果等級提高56
佳·劍膽·印（療傷）	下裝治療成效提高43
佳·劍膽·印（內會傷）	下裝內功會心效果等級提高56
佳·劍膽·染（內會傷）	護腕內功會心效果等級提高56
佳·劍膽·繡（拆值）	上衣拆招值提高345
佳·劍膽·繡（氣回）	上衣氣力值每秒恢復速度提高3點
佳·劍膽·繡（外防）	上衣外功防禦等級額外提高28
佳·劍膽·染（外會傷）	護腕外功會心效果等級提高56
佳·劍膽·紋（拆值）	腰帶拆招值提高345
佳·劍膽·繡（禦勁）	上衣禦勁等級提高28
佳·劍膽·紋（氣回）	腰帶氣力值每秒恢復速度提高3點
佳·劍膽·紋（內防）	腰帶內功防禦等級提高28
佳·劍膽·紋（招架）	腰帶招架等級提高28
佳·劍膽·紋（外防）	腰帶外功防禦等級額外提高28
佳·劍膽·紋（閃避）	腰帶閃避等級提高28
佳·劍膽·紋（禦勁）	腰帶禦勁等級提高28
佳·劍膽·紋（化勁）	腰帶化勁等級提高28
佳·劍膽·繡（招架）	上衣招架等級提高28
劍膽·繡（閃避）	上衣閃避等級提高25
劍膽·繡（化勁）	上衣化勁等級提高25
劍膽·染（療傷）	護腕治療成效提高39
劍膽·繡（內防）	上衣內功防禦等級提高25
劍膽·印（外會傷）	下裝外功會心效果等級提高49
劍膽·印（療傷）	下裝治療成效提高39
劍膽·印（內會傷）	下裝內功會心效果等級提高49
劍膽·染（內會傷）	護腕內功會心效果等級提高49
劍膽·繡（拆值）	上衣拆招值提高307
劍膽·繡（氣回）	上衣每秒氣血恢復提升12
劍膽·繡（外防）	上衣外功防禦等級額外提高25
劍膽·染（外會傷）	護腕外功會心效果等級提高49
劍膽·紋（拆值）	腰帶拆招值提高307
劍膽·繡（禦勁）	上衣禦勁等級提高25
劍膽·紋（氣回）	腰帶每秒氣血恢復提升12
劍膽·紋（內防）	腰帶內功防禦等級提高25
劍膽·紋（招架）	腰帶招架等級提高25
劍膽·紋（外防）	腰帶外功防禦等級額外提高25
劍膽·紋（閃避）	腰帶閃避等級提高25
劍膽·紋（禦勁）	腰帶禦勁等級提高25
劍膽·紋（化勁）	腰帶化勁等級提高25
劍膽·繡（招架）	上衣招架等級提高25
劍膽·繡（體質）	上衣體質+25
劍膽·紋（體質）	腰帶體質+25
劍膽·染（元氣）	護腕元氣+18
劍膽·印（元氣）	下裝元氣+18
劍膽·染（力道）	護腕力道+18
劍膽·印（力道）	下裝力道+18
劍膽·繡（氣血）	上衣額外提高氣血上限247
劍膽·紋（氣血）	腰帶額外提高氣血上限247
劍膽·繡（內回）	上衣每秒內力恢復提升22
劍膽·紋（內回）	腰帶每秒內力恢復提升22
劍膽·繡（內力）	上衣額外提高內力上限247
劍膽·紋（內力）	腰帶額外提高內力上限247
