ID	Name	AttributeOne	AttributeTwo	AttributeThree
14040	彩·灼筋·浴火·日炎(陸)	atSolarHitValue	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
14041	彩·灼筋·大化·烈陽(壹)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarAttackPowerBase
14042	彩·灼筋·大化·烈陽(貳)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarAttackPowerBase
14043	彩·灼筋·大化·烈陽(三)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarAttackPowerBase
14044	彩·灼筋·大化·烈陽(肆)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarAttackPowerBase
14045	彩·灼筋·大化·烈陽(伍)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarAttackPowerBase
14046	彩·灼筋·大化·烈陽(陸)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarAttackPowerBase
14047	彩·灼筋·大化·日炎(壹)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarOvercomeBase
14048	彩·灼筋·大化·日炎(貳)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarOvercomeBase
14049	彩·灼筋·大化·日炎(三)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarOvercomeBase
14050	彩·灼筋·大化·日炎(肆)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarOvercomeBase
14051	彩·灼筋·大化·日炎(伍)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarOvercomeBase
14052	彩·灼筋·大化·日炎(陸)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarOvercomeBase
14053	彩·灼筋·大化·浴火(壹)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
14054	彩·灼筋·大化·浴火(貳)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
14055	彩·灼筋·大化·浴火(三)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
14056	彩·灼筋·大化·浴火(肆)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
14057	彩·灼筋·大化·浴火(伍)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
14058	彩·灼筋·大化·浴火(陸)	atSolarHitValue	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
14059	彩·裂激·雷鳴·混沌(壹)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralOvercomeBase
14060	彩·裂激·雷鳴·混沌(貳)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralOvercomeBase
14061	彩·裂激·雷鳴·混沌(三)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralOvercomeBase
14062	彩·裂激·雷鳴·混沌(肆)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralOvercomeBase
14063	彩·裂激·雷鳴·混沌(伍)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralOvercomeBase
14064	彩·裂激·雷鳴·混沌(陸)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralOvercomeBase
14065	彩·裂激·雷鳴·霹靂(壹)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14066	彩·裂激·雷鳴·霹靂(貳)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14067	彩·裂激·雷鳴·霹靂(三)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14068	彩·裂激·雷鳴·霹靂(肆)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14069	彩·裂激·雷鳴·霹靂(伍)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14070	彩·裂激·雷鳴·霹靂(陸)	atNeutralHitValue	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14071	彩·裂激·混沌·雷鳴(壹)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralAttackPowerBase
14072	彩·裂激·混沌·雷鳴(貳)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralAttackPowerBase
14073	彩·裂激·混沌·雷鳴(三)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralAttackPowerBase
14074	彩·裂激·混沌·雷鳴(肆)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralAttackPowerBase
14075	彩·裂激·混沌·雷鳴(伍)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralAttackPowerBase
14076	彩·裂激·混沌·雷鳴(陸)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralAttackPowerBase
14077	彩·裂激·混沌·霹靂(壹)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
14078	彩·裂激·混沌·霹靂(貳)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
14079	彩·裂激·混沌·霹靂(三)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
14080	彩·裂激·混沌·霹靂(肆)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
14081	彩·裂激·混沌·霹靂(伍)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
14082	彩·裂激·混沌·霹靂(陸)	atNeutralHitValue	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
14083	彩·裂激·霹靂·雷鳴(壹)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
14084	彩·裂激·霹靂·雷鳴(貳)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
14085	彩·裂激·霹靂·雷鳴(三)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
14086	彩·裂激·霹靂·雷鳴(肆)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
14087	彩·裂激·霹靂·雷鳴(伍)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
14088	彩·裂激·霹靂·雷鳴(陸)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
14089	彩·裂激·霹靂·混沌(壹)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
14090	彩·裂激·霹靂·混沌(貳)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
14091	彩·裂激·霹靂·混沌(三)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
14092	彩·裂激·霹靂·混沌(肆)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
14093	彩·裂激·霹靂·混沌(伍)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
14094	彩·裂激·霹靂·混沌(陸)	atNeutralHitValue	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
14095	彩·裂激·大化·雷鳴(壹)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
14096	彩·裂激·大化·雷鳴(貳)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
14097	彩·裂激·大化·雷鳴(三)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
14098	彩·裂激·大化·雷鳴(肆)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
14099	彩·裂激·大化·雷鳴(伍)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
14100	彩·裂激·大化·雷鳴(陸)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
14101	彩·裂激·大化·混沌(壹)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14102	彩·裂激·大化·混沌(貳)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14103	彩·裂激·大化·混沌(三)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14104	彩·裂激·大化·混沌(肆)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14105	彩·裂激·大化·混沌(伍)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14106	彩·裂激·大化·混沌(陸)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14107	彩·裂激·大化·霹靂(壹)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14108	彩·裂激·大化·霹靂(貳)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14109	彩·裂激·大化·霹靂(三)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14110	彩·裂激·大化·霹靂(肆)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14111	彩·裂激·大化·霹靂(伍)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14112	彩·裂激·大化·霹靂(陸)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14113	彩·碎冰·霜冷·凍髓(壹)	atLunarHitValue	atLunarAttackPowerBase	atLunarOvercomeBase
14114	彩·碎冰·霜冷·凍髓(貳)	atLunarHitValue	atLunarAttackPowerBase	atLunarOvercomeBase
14115	彩·碎冰·霜冷·凍髓(三)	atLunarHitValue	atLunarAttackPowerBase	atLunarOvercomeBase
14116	彩·碎冰·霜冷·凍髓(肆)	atLunarHitValue	atLunarAttackPowerBase	atLunarOvercomeBase
14117	彩·碎冰·霜冷·凍髓(伍)	atLunarHitValue	atLunarAttackPowerBase	atLunarOvercomeBase
14118	彩·碎冰·霜冷·凍髓(陸)	atLunarHitValue	atLunarAttackPowerBase	atLunarOvercomeBase
14119	彩·碎冰·霜冷·杯雪(壹)	atLunarHitValue	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14120	彩·碎冰·霜冷·杯雪(貳)	atLunarHitValue	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14121	彩·碎冰·霜冷·杯雪(三)	atLunarHitValue	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14122	彩·碎冰·霜冷·杯雪(肆)	atLunarHitValue	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14123	彩·碎冰·霜冷·杯雪(伍)	atLunarHitValue	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14124	彩·碎冰·霜冷·杯雪(陸)	atLunarHitValue	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14125	彩·碎冰·凍髓·霜冷(壹)	atLunarHitValue	atLunarOvercomeBase	atLunarAttackPowerBase
14126	彩·碎冰·凍髓·霜冷(貳)	atLunarHitValue	atLunarOvercomeBase	atLunarAttackPowerBase
14127	彩·碎冰·凍髓·霜冷(三)	atLunarHitValue	atLunarOvercomeBase	atLunarAttackPowerBase
14128	彩·碎冰·凍髓·霜冷(肆)	atLunarHitValue	atLunarOvercomeBase	atLunarAttackPowerBase
14129	彩·碎冰·凍髓·霜冷(伍)	atLunarHitValue	atLunarOvercomeBase	atLunarAttackPowerBase
14130	彩·碎冰·凍髓·霜冷(陸)	atLunarHitValue	atLunarOvercomeBase	atLunarAttackPowerBase
14131	彩·碎冰·凍髓·杯雪(壹)	atLunarHitValue	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14132	彩·碎冰·凍髓·杯雪(貳)	atLunarHitValue	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14133	彩·碎冰·凍髓·杯雪(三)	atLunarHitValue	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14134	彩·碎冰·凍髓·杯雪(肆)	atLunarHitValue	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14135	彩·碎冰·凍髓·杯雪(伍)	atLunarHitValue	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14136	彩·碎冰·凍髓·杯雪(陸)	atLunarHitValue	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14137	彩·碎冰·杯雪·霜冷(壹)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14138	彩·碎冰·杯雪·霜冷(貳)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14139	彩·碎冰·杯雪·霜冷(三)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14140	彩·碎冰·杯雪·霜冷(肆)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14141	彩·碎冰·杯雪·霜冷(伍)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14142	彩·碎冰·杯雪·霜冷(陸)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14143	彩·碎冰·杯雪·凍髓(壹)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14144	彩·碎冰·杯雪·凍髓(貳)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14145	彩·碎冰·杯雪·凍髓(三)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14146	彩·碎冰·杯雪·凍髓(肆)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14147	彩·碎冰·杯雪·凍髓(伍)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14148	彩·碎冰·杯雪·凍髓(陸)	atLunarHitValue	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14149	彩·碎冰·大化·霜冷(壹)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14150	彩·碎冰·大化·霜冷(貳)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14151	彩·碎冰·大化·霜冷(三)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14152	彩·碎冰·大化·霜冷(肆)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14153	彩·碎冰·大化·霜冷(伍)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14154	彩·碎冰·大化·霜冷(陸)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14155	彩·碎冰·大化·凍髓(壹)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarOvercomeBase
14156	彩·碎冰·大化·凍髓(貳)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarOvercomeBase
14157	彩·碎冰·大化·凍髓(三)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarOvercomeBase
14158	彩·碎冰·大化·凍髓(肆)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarOvercomeBase
14159	彩·碎冰·大化·凍髓(伍)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarOvercomeBase
14160	彩·碎冰·大化·凍髓(陸)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarOvercomeBase
14161	彩·碎冰·大化·杯雪(壹)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14162	彩·碎冰·大化·杯雪(貳)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14163	彩·碎冰·大化·杯雪(三)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14164	彩·碎冰·大化·杯雪(肆)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14165	彩·碎冰·大化·杯雪(伍)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14166	彩·碎冰·大化·杯雪(陸)	atLunarHitValue	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14167	彩·化玉·鶴頂·腐心(壹)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonOvercomeBase
14168	彩·化玉·鶴頂·腐心(貳)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonOvercomeBase
14169	彩·化玉·鶴頂·腐心(三)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonOvercomeBase
14170	彩·化玉·鶴頂·腐心(肆)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonOvercomeBase
14171	彩·化玉·鶴頂·腐心(伍)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonOvercomeBase
14172	彩·化玉·鶴頂·腐心(陸)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonOvercomeBase
14173	彩·化玉·鶴頂·穿石(壹)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14174	彩·化玉·鶴頂·穿石(貳)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14175	彩·化玉·鶴頂·穿石(三)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14176	彩·化玉·鶴頂·穿石(肆)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14177	彩·化玉·鶴頂·穿石(伍)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14178	彩·化玉·鶴頂·穿石(陸)	atPoisonHitValue	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14179	彩·化玉·腐心·鶴頂(壹)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonAttackPowerBase
14180	彩·化玉·腐心·鶴頂(貳)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonAttackPowerBase
14181	彩·化玉·腐心·鶴頂(三)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonAttackPowerBase
14182	彩·化玉·腐心·鶴頂(肆)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonAttackPowerBase
14183	彩·化玉·腐心·鶴頂(伍)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonAttackPowerBase
14184	彩·化玉·腐心·鶴頂(陸)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonAttackPowerBase
14185	彩·化玉·腐心·穿石(壹)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14186	彩·化玉·腐心·穿石(貳)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14187	彩·化玉·腐心·穿石(三)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14188	彩·化玉·腐心·穿石(肆)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14189	彩·化玉·腐心·穿石(伍)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14190	彩·化玉·腐心·穿石(陸)	atPoisonHitValue	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14191	彩·化玉·穿石·鶴頂(壹)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14192	彩·化玉·穿石·鶴頂(貳)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14193	彩·化玉·穿石·鶴頂(三)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14194	彩·化玉·穿石·鶴頂(肆)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14195	彩·化玉·穿石·鶴頂(伍)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14196	彩·化玉·穿石·鶴頂(陸)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14197	彩·化玉·穿石·腐心(壹)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14198	彩·化玉·穿石·腐心(貳)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14199	彩·化玉·穿石·腐心(三)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14200	彩·化玉·穿石·腐心(肆)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14201	彩·化玉·穿石·腐心(伍)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14202	彩·化玉·穿石·腐心(陸)	atPoisonHitValue	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14203	彩·化玉·大化·鶴頂(壹)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14204	彩·化玉·大化·鶴頂(貳)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14205	彩·化玉·大化·鶴頂(三)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14206	彩·化玉·大化·鶴頂(肆)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14207	彩·化玉·大化·鶴頂(伍)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14208	彩·化玉·大化·鶴頂(陸)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14209	彩·化玉·大化·腐心(壹)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14210	彩·化玉·大化·腐心(貳)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14211	彩·化玉·大化·腐心(三)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14212	彩·化玉·大化·腐心(肆)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14213	彩·化玉·大化·腐心(伍)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14214	彩·化玉·大化·腐心(陸)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14215	彩·化玉·大化·穿石(壹)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14216	彩·化玉·大化·穿石(貳)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14217	彩·化玉·大化·穿石(三)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14218	彩·化玉·大化·穿石(肆)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14219	彩·化玉·大化·穿石(伍)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14220	彩·化玉·大化·穿石(陸)	atPoisonHitValue	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14221	彩·靈識·激流·滅氣(壹)	atMagicHitValue	atMagicAttackPowerBase	atMagicOvercome
14222	彩·靈識·激流·滅氣(貳)	atMagicHitValue	atMagicAttackPowerBase	atMagicOvercome
14223	彩·靈識·激流·滅氣(三)	atMagicHitValue	atMagicAttackPowerBase	atMagicOvercome
14224	彩·靈識·激流·滅氣(肆)	atMagicHitValue	atMagicAttackPowerBase	atMagicOvercome
14225	彩·靈識·激流·滅氣(伍)	atMagicHitValue	atMagicAttackPowerBase	atMagicOvercome
14226	彩·靈識·激流·滅氣(陸)	atMagicHitValue	atMagicAttackPowerBase	atMagicOvercome
14227	彩·靈識·激流·月華(壹)	atMagicHitValue	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14228	彩·靈識·激流·月華(貳)	atMagicHitValue	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14229	彩·靈識·激流·月華(三)	atMagicHitValue	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14230	彩·靈識·激流·月華(肆)	atMagicHitValue	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14231	彩·靈識·激流·月華(伍)	atMagicHitValue	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14232	彩·靈識·激流·月華(陸)	atMagicHitValue	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14233	彩·靈識·滅氣·激流(壹)	atMagicHitValue	atMagicOvercome	atMagicAttackPowerBase
14234	彩·靈識·滅氣·激流(貳)	atMagicHitValue	atMagicOvercome	atMagicAttackPowerBase
14235	彩·靈識·滅氣·激流(三)	atMagicHitValue	atMagicOvercome	atMagicAttackPowerBase
14236	彩·靈識·滅氣·激流(肆)	atMagicHitValue	atMagicOvercome	atMagicAttackPowerBase
14237	彩·靈識·滅氣·激流(伍)	atMagicHitValue	atMagicOvercome	atMagicAttackPowerBase
14238	彩·靈識·滅氣·激流(陸)	atMagicHitValue	atMagicOvercome	atMagicAttackPowerBase
14239	彩·靈識·滅氣·月華(壹)	atMagicHitValue	atMagicOvercome	atMagicCriticalDamagePowerBase
14240	彩·靈識·滅氣·月華(貳)	atMagicHitValue	atMagicOvercome	atMagicCriticalDamagePowerBase
14241	彩·靈識·滅氣·月華(三)	atMagicHitValue	atMagicOvercome	atMagicCriticalDamagePowerBase
14242	彩·靈識·滅氣·月華(肆)	atMagicHitValue	atMagicOvercome	atMagicCriticalDamagePowerBase
14243	彩·靈識·滅氣·月華(伍)	atMagicHitValue	atMagicOvercome	atMagicCriticalDamagePowerBase
14244	彩·靈識·滅氣·月華(陸)	atMagicHitValue	atMagicOvercome	atMagicCriticalDamagePowerBase
14245	彩·靈識·月華·激流(壹)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14246	彩·靈識·月華·激流(貳)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14247	彩·靈識·月華·激流(三)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14248	彩·靈識·月華·激流(肆)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14249	彩·靈識·月華·激流(伍)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14250	彩·靈識·月華·激流(陸)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14251	彩·靈識·月華·滅氣(壹)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicOvercome
14252	彩·靈識·月華·滅氣(貳)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicOvercome
14253	彩·靈識·月華·滅氣(三)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicOvercome
14254	彩·靈識·月華·滅氣(肆)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicOvercome
14255	彩·靈識·月華·滅氣(伍)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicOvercome
14256	彩·靈識·月華·滅氣(陸)	atMagicHitValue	atMagicCriticalDamagePowerBase	atMagicOvercome
14257	彩·靈識·大化·激流(壹)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14258	彩·靈識·大化·激流(貳)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14259	彩·靈識·大化·激流(三)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14260	彩·靈識·大化·激流(肆)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14261	彩·靈識·大化·激流(伍)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14262	彩·靈識·大化·激流(陸)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14263	彩·靈識·大化·滅氣(壹)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicOvercome
14264	彩·靈識·大化·滅氣(貳)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicOvercome
14265	彩·靈識·大化·滅氣(三)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicOvercome
14266	彩·靈識·大化·滅氣(肆)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicOvercome
14267	彩·靈識·大化·滅氣(伍)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicOvercome
14268	彩·靈識·大化·滅氣(陸)	atMagicHitValue	atDecriticalDamagePowerBase	atMagicOvercome
